"Country.Name";"Country.Code";"Indicator.Name";"Indicator.Code";"X1960";"X1961";"X1962";"X1963";"X1964";"X1965";"X1966";"X1967";"X1968";"X1969";"X1970";"X1971";"X1972";"X1973";"X1974";"X1975";"X1976";"X1977";"X1978";"X1979";"X1980";"X1981";"X1982";"X1983";"X1984";"X1985";"X1986";"X1987";"X1988";"X1989";"X1990";"X1991";"X1992";"X1993";"X1994";"X1995";"X1996";"X1997";"X1998";"X1999";"X2000";"X2001";"X2002";"X2003";"X2004";"X2005";"X2006";"X2007";"X2008";"X2009";"X2010";"X2011";"X2012";"X2013";"X2014";"X2015";"X2016";"X2017";"X2018"
"Aruba";"ABW";"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)";"EG.USE.COMM.GD.PP.KD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Renewable energy consumption (% of total final energy consumption)";"EG.FEC.RNEW.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,268747069;0,234954768;0,238777584;0,195134319;0,18324054;0,173371733;0,167474285;0,160095867;0,157875691;0,160927638;0,175266081;0,180523335;0,181390903;0,184549671;0,187054711;0,18659945;0,189937227;0,190059132;0,193546026;0,299773816;5,464715906;5,661788374;6,855849569;6,889752984;6,927501542;6,726747566;NA;NA;NA
"Aruba";"ABW";"Electricity production from renewable sources, excluding hydroelectric (% of total)";"EG.ELC.RNWX.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Electricity production from renewable sources, excluding hydroelectric (kWh)";"EG.ELC.RNWX.KH";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Renewable electricity output (% of total electricity output)";"EG.ELC.RNEW.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,32737715;12,10102096;14,91525424;14,91218619;15,09927995;14,85616144;NA;NA;NA
"Aruba";"ABW";"Electricity production from oil sources (% of total)";"EG.ELC.PETR.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Electricity production from nuclear sources (% of total)";"EG.ELC.NUCL.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Electricity production from natural gas sources (% of total)";"EG.ELC.NGAS.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Electricity production from hydroelectric sources (% of total)";"EG.ELC.HYRO.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Electricity production from coal sources (% of total)";"EG.ELC.COAL.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Access to electricity (% of population)";"EG.ELC.ACCS.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88,44535065;88,78084564;89,11582947;89,44775391;89,77355957;90,09018707;90,39458466;90,68367767;90,954422;91,20375061;91,660398;91,63809204;91,83371735;92,0230484;92,21216583;92,40711975;92,61398315;92,83882141;93,08616638;93,35454559;93,35629215;93,94237518;94,2558136;94,57826233;94,90672302;95,23818207;95,57014465;NA;NA
"Aruba";"ABW";"Foreign direct investment, net inflows (% of GDP)";"BX.KLT.DINV.WD.GD.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,223107119;2,056259425;0,18696848;17,06170628;21,18339627;-3,858597828;-1,655890758;-5,875013862;-0,418843737;6,121135325;12,78909481;5,019241544;26,87584514;-6,828727173;-13,90165842;17,12805755;7,904919845;-4,743043369;-8,915590376;9,086771661;-18,01110874;0,687830688;-0,424770847;7,812573031;19,14548642;-12,41569319;8,768768362;9,458283576;-1,069090556;0,792699282;3,245759206;NA
"Aruba";"ABW";"Cereal yield (kg per hectare)";"AG.YLD.CREL.KG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Average precipitation in depth (mm per year)";"AG.LND.PRCP.MM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Agricultural irrigated land (% of total agricultural land)";"AG.LND.IRIG.AG.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Forest area (% of land area)";"AG.LND.FRST.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;2,33333326;NA;NA
"Aruba";"ABW";"Forest area (sq. km)";"AG.LND.FRST.K2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;4,199999869;NA;NA
"Aruba";"ABW";"Land area where elevation is below 5 meters (% of total land area)";"AG.LND.EL5M.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,07036754;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,07036754;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,07036754;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Urban land area where elevation is below 5 meters (% of total land area)";"AG.LND.EL5M.UR.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,717903532;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,717903532;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,717903532;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Urban land area where elevation is below 5 meters (sq. km)";"AG.LND.EL5M.UR.K2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,57979393;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,57979393;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,57979393;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Rural land area where elevation is below 5 meters (% of total land area)";"AG.LND.EL5M.RU.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,352464008;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,352464008;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,352464008;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Rural land area where elevation is below 5 meters (sq. km)";"AG.LND.EL5M.RU.K2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,278098583;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,278098583;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,278098583;NA;NA;NA;NA;NA;NA;NA;NA
"Aruba";"ABW";"Arable land (% of land area)";"AG.LND.ARBL.ZS";NA;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;NA;NA
"Aruba";"ABW";"Agricultural land (% of land area)";"AG.LND.AGRI.ZS";NA;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;11,11111111;NA;NA
"Aruba";"ABW";"Agricultural land (sq. km)";"AG.LND.AGRI.K2";NA;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;NA;NA
"Afghanistan";"AFG";"Urban population (% of total)";"SP.URB.TOTL.IN.ZS";8,401;8,684;8,976;9,276;9,586;9,904;10,233;10,57;10,918;11,275;11,643;12,021;12,41;12,809;13,219;13,641;14,074;14,517;14,973;15,442;15,995;16,562;17,147;17,747;18,365;18,997;19,647;20,314;20,998;21,088;21,177;21,266;21,355;21,444;21,534;21,624;21,714;21,805;21,895;21,986;22,078;22,169;22,261;22,353;22,5;22,703;22,907;23,113;23,32;23,528;23,737;23,948;24,16;24,373;24,587;24,803;25,02;25,25;25,495
"Afghanistan";"AFG";"Urban population";"SP.URB.TOTL";755783;796042;838885;884370;932848;984301;1038888;1096387;1157782;1223837;1295415;1372537;1454693;1540644;1628785;1717441;1807144;1897014;1982086;2054820;2119077;2161996;2186182;2198724;2212453;2238426;2279257;2336671;2423356;2483662;2593995;2763231;2985692;3236993;3482633;3697605;3870061;4008109;4130273;4266092;4436299;4648055;4892951;5155686;5426770;5691823;5931413;6151939;6364968;6588859;6837008;7114615;7416385;7733964;8054214;8367663;8670939;8971345;9273000
"Afghanistan";"AFG";"Urban population growth (annual %)";"SP.URB.GROW";5,144212289;5,189765033;5,242168086;5,280189797;5,336674514;5,368947234;5,397444475;5,386931804;5,448587743;5,548489947;5,684010185;5,782974501;5,813402965;5,740562903;5,563382727;5,300105417;5,091230626;4,853337247;4,386875448;3,603842739;3,079236365;2,005125256;1,11247743;0,572054872;0,622466264;1,167108556;1,807657236;2,487775421;3,642608947;2,458072762;4,346507441;6,320148886;7,743089855;8,081326667;7,314380445;5,989669587;4,558495643;3,504928983;3,002394746;3,23546792;3,91222846;4,662838224;5,134674542;5,230458535;5,124393019;4,768646997;4,123188109;3,650485212;3,404188782;3,45709879;3,697001663;3,980091001;4,154062265;4,192979671;4,057389432;3,817920132;3,560245538;3,405851966;NA
"Afghanistan";"AFG";"Population, total";"SP.POP.TOTL";8996351;9166764;9345868;9533954;9731361;9938414;10152331;10372630;10604346;10854428;11126123;11417825;11721940;12027822;12321541;12590286;12840299;13067538;13237734;13306695;13248370;13053954;12749645;12389269;12047115;11783050;11601041;11502761;11540888;11777609;12249114;12993657;13981231;15095099;16172719;17099541;17822884;18381605;18863999;19403676;20093756;20966463;21979923;23064851;24118979;25070798;25893450;26616792;27294031;28004331;28803167;29708599;30696958;31731688;32758020;33736494;34656032;35530081;36373000
"Afghanistan";"AFG";"Population growth (annual %)";"SP.POP.GROW";1,816076521;1,876528345;1,934998636;1,992521144;2,049423115;2,105368751;2,12958837;2,146727199;2,20933108;2,330919024;2,472265945;2,587996397;2,628656871;2,576016675;2,412656524;2,157653279;1,966302036;1,754255498;1,294024825;0,519590421;-0,439276603;-1,478344961;-2,35876483;-2,867273337;-2,800548252;-2,216315406;-1,556722266;-0,850774196;0,330911435;2,030397862;3,925342136;5,900770747;7,325447198;7,665433431;6,895568875;5,572581069;4,143162853;3,086718672;2,590485449;2,820724187;3,494658738;4,251504112;4,720528462;4,81804112;4,468918396;3,870470159;3,228629843;2,755225384;2,512573879;2,569114319;2,812616959;3,095118615;3,272702921;3,315224131;3,183201455;2,943234185;2,689163473;2,490789561;NA
"Afghanistan";"AFG";"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)";"SI.POV.DDAY";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Prevalence of underweight, weight for age (% of children under 5)";"SH.STA.MALN.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44,9;NA;NA;NA;NA;NA;NA;32,9;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Community health workers (per 1,000 people)";"SH.MED.CMHW.P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Mortality rate, under-5 (per 1,000 live births)";"SH.DYN.MORT";356,5;350,5;344,8;339,3;334,1;328,5;323;317,5;312,1;306,6;300,9;295,3;290;283,9;278,2;272,2;266,2;260,2;254,1;247,7;241,3;234,6;228,1;221,4;214,7;208;201,3;194,6;188;181,4;175,1;168,9;162,9;157,4;152,4;147,8;143,5;139,6;135,8;132,3;128,8;125,3;121,7;117,9;114,1;110,1;106,1;102;97,9;93,9;90;86,2;82,6;79,2;76;73,1;70,4;67,9;NA
"Afghanistan";"AFG";"Primary completion rate, total (% of relevant age group)";"SE.PRM.CMPT.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,79457;NA;NA;18,0492;19,83513;NA;26,61916;33,06739;NA;NA;18,20004;18,90908;NA;NA;NA;NA;NA;NA;NA;29,06965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"School enrollment, primary and secondary (gross), gender parity index (GPI)";"SE.ENR.PRSC.FM.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,16734;0,16137;0,16103;0,16895;0,16718;0,17415;0,18091;0,19259;0,19916;NA;NA;0,24267;0,48447;NA;0,47094;0,47716;0,53241;NA;0,50147;NA;NA;0,53733;NA;0,36057;0,43008;0,47169;NA;NA;NA;NA;NA;0;NA;0,54356;0,4059;0,54876;0,57546;0,57023;0,58969;0,6137;0,63002;0,66811;0,67407;0,66006;0,65865;0,65199;NA;0,6498;NA
"Afghanistan";"AFG";"Agriculture, forestry, and fishing, value added (% of GDP)";"NV.AGR.TOTL.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38,62789186;37,41885544;29,72106714;31,11485491;28,63596858;30,10501136;24,89227001;29,29750105;26,21006854;23,74366399;24,39087363;22,81066274;22,13704137;20,63432272;21,08108621;20,46650517;NA
"Afghanistan";"AFG";"CPIA public sector management and institutions cluster average (1=low to 6=high)";"IQ.CPA.PUBS.XQ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,3;2,2;2,2;2,4;2,4;2,5;2,5;2,5;2,5;2,5;2,6;2,6;NA
"Afghanistan";"AFG";"Ease of doing business index (1=most business-friendly regulations)";"IC.BUS.EASE.XQ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;167
"Afghanistan";"AFG";"Terrestrial and marine protected areas (% of total territorial area)";"ER.PTD.TOTL.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,10470704;0,104707035;NA
"Afghanistan";"AFG";"Marine protected areas (% of territorial waters)";"ER.MRN.PTMR.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Terrestrial protected areas (% of total land area)";"ER.LND.PTLD.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,1;0,104707035;NA
"Afghanistan";"AFG";"Annual freshwater withdrawals, total (% of internal resources)";"ER.H2O.FWTL.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,69353128;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,37645811;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43,0116649;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Annual freshwater withdrawals, total (billion cubic meters)";"ER.H2O.FWTL.K3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Population in urban agglomerations of more than 1 million (% of total population)";"EN.URB.MCTY.TL.ZS";3,171863792;3,276608845;3,383067255;3,490986006;3,600544672;3,710944221;3,824067596;3,934267394;4,039504181;4,141950179;4,241288722;4,337980307;4,508707603;4,765293334;5,045278022;5,355350943;5,696012219;6,069835037;6,498763308;7,006908928;7,38071174;7,854623971;8,433434813;9,101061572;9,815628057;10,52326011;11,20846827;11,81042534;12,29926155;12,59097666;12,64842502;12,45759373;12,09681036;11,70518988;11,4144752;11,27921504;11,30670547;11,45325449;11,66012042;11,8434208;11,949528;11,96423546;11,92362685;11,87157463;11,7503357;11,58789601;11,50167707;11,47027035;11,46713727;11,4567386;11,41890057;11,34908112;11,26006036;11,16622601;11,08818237;11,03713682;11,01465107;11,01403906;11,0295274
"Afghanistan";"AFG";"Population living in areas where elevation is below 5 meters (% of total population)";"EN.POP.EL5M.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Urban population living in areas where elevation is below 5 meters (% of total population)";"EN.POP.EL5M.UR.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Rural population living in areas where elevation is below 5 meters (% of total population)";"EN.POP.EL5M.RU.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Droughts, floods, extreme temperatures (% of population, average 1990-2009)";"EN.CLC.MDAT.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,059290169;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"GHG net emissions/removals by LUCF (Mt of CO2 equivalent)";"EN.CLC.GHGR.MT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Disaster risk reduction progress score (1-5 scale; 5=best)";"EN.CLC.DRSK.XQ";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"SF6 gas emissions (thousand metric tons of CO2 equivalent)";"EN.ATM.SF6G.KT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
