"Country.Name";"Country.Code";"Indicator.Name";"Indicator.Code";"X1960";"X1961";"X1962";"X1963";"X1964";"X1965";"X1966";"X1967";"X1968";"X1969";"X1970";"X1971";"X1972";"X1973";"X1974";"X1975";"X1976";"X1977";"X1978";"X1979";"X1980";"X1981";"X1982";"X1983";"X1984";"X1985";"X1986";"X1987";"X1988";"X1989";"X1990";"X1991";"X1992";"X1993";"X1994";"X1995";"X1996";"X1997";"X1998";"X1999";"X2000";"X2001";"X2002";"X2003";"X2004";"X2005";"X2006";"X2007";"X2008";"X2009";"X2010";"X2011";"X2012";"X2013";"X2014";"X2015";"X2016";"X2017";"X2018"
"Afghanistan";"AFG";"PFC gas emissions (thousand metric tons of CO2 equivalent)";"EN.ATM.PFCG.KT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Nitrous oxide emissions (% change from 1990)";"EN.ATM.NOXE.ZG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,280085503;-1,061910966;0,67150584;-5,595280396;-0,475006063;7,299707281;15,63932928;21,27939178;31,01526765;20,68154515;11,30550526;22,79544057;21,42828943;21,98439959;24,14454352;24,66794132;26,27761516;27,25560199;21,57605906;22,13668127;23,35804809;24,5794149;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Nitrous oxide emissions (thousand metric tons of CO2 equivalent)";"EN.ATM.NOXE.KT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3042,2563;3006,1382;2530,158;2674,4041;2937,3182;3153,723;3265,633;3268,981;3272,918;3214,545;3275,026;3256,705;3327,323;3188,66;3062,1521;2862,5369;2516,9024;2677,1073;2772,0448;2771,307;2748,1965;2755,8938;2719,0131;2766,6508;2594,4272;2735,1424;2948,8068;3177,996;3332,996;3600,557;3316,566;3058,894;3374,66;3337,088;3352,371;3411,736;3426,12;3470,357;3497,234;3341,149;3356,556;3390,12156;3423,68712;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Methane emissions (% change from 1990)";"EN.ATM.METH.ZG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,976718697;-3,173352492;-2,001814468;0,515891017;3,385870748;12,90186403;20,79322669;27,17231415;35,11362713;23,02958474;13,62057166;30,17798568;35,69965835;37,93890067;40,26336007;42,50784653;44,86508172;47,15545429;50,73326009;76,90145498;78,67046953;80,43948408;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Methane emissions (kt of CO2 equivalent)";"EN.ATM.METH.KT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10202;10201,5;9170,59;9403,54;9987,93;10476,6;10535,6;10455,9;10380,1;10176,2;10376,6;10304,8;10259,8;9858,04;9054,65;8308,71;7415,09;7485,19;7920,27;7465,04;7627,58;7702,08;7385,53;7474,89;7666,93;7885,84;8611,68;9213,6;9700,17;10305,9;9384,18;8666,5;9929,43;10350,6;10521,4;10698,7;10869,9;11049,7;11224,4;11497,3;13493,3;13628,233;13763,166;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"HFC gas emissions (thousand metric tons of CO2 equivalent)";"EN.ATM.HFCG.KT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Total greenhouse gas emissions (% change from 1990)";"EN.ATM.GHGT.ZG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,763668654;-9,239797856;-9,07678961;-9,876490025;-7,122892119;-0,176290477;6,507283096;10,1001663;18,23392793;8,005549003;0,458057347;10,49425182;17,41590538;16,97281848;17,89786755;18,52761688;21,90782954;22,03668154;24,15716007;42,01234411;43,5287644;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Total greenhouse gas emissions (kt of CO2 equivalent)";"EN.ATM.GHGT.KT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14306,6163;14391,7782;13040,848;13535,7541;14945,9682;14574,164;14746,851;15247,281;15112,318;14923,075;15691,266;15810,335;15615,333;15322,53;14278,7921;13545,7369;12269,4624;12400,5073;12959,2948;12348,957;12528,0165;12307,0638;11370,4531;11390,8748;11290,6882;11635,6594;12505,9308;13343,25;13793,367;14812,366;13530,953;12585,402;13842,7381;14709,884;14654,374;14770,2643;14849,1594;15272,633;15288,7756;15554,4295;17791,3299;17981,30729;18168,86;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Other greenhouse gas emissions (% change from 1990)";"EN.ATM.GHGO.ZG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;6,22e-13;-6,22e-13;0;0;0;-6,22e-13;-96,25;-21,95;-20,95625;52,198125;-97,9786875;243,501875;67,05125;-38,3960625;-74,9985;27,85125;-94,36275;-1,2075;118,125;118,125;118,125;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)";"EN.ATM.GHGO.KT.CE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9,09e-13;8;16;24;32;40;48;56;64;72;80;88;96;104;112;120;128;136;144;152;160;160;160;160;160;160;160;160;6;124,88;126,47;243,517;3,2341;549,603;267,282;98,5663;40,0024;204,562;9,0196;158,068;349;349;348,9967972;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions from solid fuel consumption (% of total)";"EN.ATM.CO2E.SF.ZS";30,97345133;35,82089552;43,08510638;37,30569948;35,80786026;37,81818182;39,26174497;31,14285714;27,24550898;38,52140078;26,09649123;18,95551257;12,44019139;19,01565996;15,86998088;18,79310345;21,40221402;18,86503067;26,65534805;15,71194763;17,91666667;16,8207024;18,32460733;15,26162791;13,86010363;11,38975967;13,53558926;14,20187793;12,78772379;12,15323646;10,65918654;10,22556391;1,578947368;1,36239782;1,133144476;1,179941003;0,62305296;0,334448161;0,352112676;0,446428571;0,473933649;8,520179372;5,136986301;7,668711656;9,652509653;8,011049724;9,777777778;32,90322581;25,6320837;22,69772481;27,16637782;35,17076093;34,0947835;39,36287074;44,63551402;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions from solid fuel consumption (kt)";"EN.ATM.CO2E.SF.KT";128,345;176,016;297,027;264,024;300,694;381,368;429,039;399,703;333,697;363,033;436,373;359,366;190,684;311,695;304,361;399,703;425,372;451,041;575,719;352,032;315,362;333,697;385,035;385,035;392,369;399,703;425,372;443,707;366,7;337,364;278,692;249,356;22,002;18,335;14,668;14,668;7,334;3,667;3,667;3,667;3,667;69,673;55,005;91,675;91,675;106,343;161,348;748,068;1078,098;1536,473;2299,209;4305,058;3667;3942,025;4378,398;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions (kg per 2011 PPP $ of GDP)";"EN.ATM.CO2E.PP.GD.KD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,046619964;0,047824337;0,037465601;0,047078291;0,055546868;0,0672351;0,119687231;0,158683326;0,173481027;0,249835882;0,194695173;0,171671357;0,163691341;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions (kg per PPP $ of GDP)";"EN.ATM.CO2E.PP.GD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,056636955;0,056964208;0,043431533;0,052873642;0,060525207;0,071361809;0,124589349;0,163937638;0,177062764;0,249835882;0,191173656;0,16588719;0,155387349;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions (metric tons per capita)";"EN.ATM.CO2E.PC";0,046059897;0,053604304;0,073764791;0,074232685;0,086292452;0,101467397;0,107636955;0,123734289;0,11549774;0,08682346;0,150290627;0,166042044;0,13076385;0,136279785;0,155649444;0,168928649;0,154787206;0,182963616;0,163159571;0,168376671;0,132858608;0,151972881;0,164803883;0,203635582;0,234987713;0,297827727;0,270891121;0,271611659;0,248472561;0,235694613;0,213449805;0,187672724;0,099666474;0,089154036;0,08003917;0,072698618;0,066044698;0,059648382;0,05520717;0,042332597;0,03850634;0,039002334;0,048715548;0,0518296;0,039377828;0,052948215;0,063728472;0,085417506;0,154101422;0,241722682;0,293836994;0,412016938;0,350370581;0,315601773;0,299444991;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions from liquid fuel consumption (% of total)";"EN.ATM.CO2E.LF.ZS";65,48672566;59,70149254;52,65957447;55,44041451;56,76855895;53,81818182;52,68456376;43,42857143;40,71856287;56,0311284;40,13157895;39,45841393;40,90909091;42,95302013;40,15296367;41,20689655;44,46494465;40,79754601;43,29371817;52,04582651;52,5;51,20147874;47,29493892;48,40116279;40,02590674;44,09613375;36,28938156;64,55399061;63,55498721;67,23910172;70,82748948;70,52631579;66,57894737;66,48501362;66,28895184;66,37168142;66,35514019;66,22073579;66,1971831;60,26785714;64,4549763;60,0896861;41,09589041;50,30674847;62,54826255;64,91712707;68,88888889;52,74193548;66,8700959;73,07692308;69,36741768;62,16297184;62,87078077;57,41486635;52,07476636;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions from liquid fuel consumption (kt)";"EN.ATM.CO2E.LF.KT";271,358;293,36;363,033;392,369;476,71;542,716;575,719;557,384;498,712;528,048;671,061;748,068;627,057;704,064;770,07;876,413;883,747;975,422;935,085;1166,106;924,084;1015,759;993,757;1221,111;1133,103;1547,474;1140,437;2016,85;1822,499;1866,503;1851,835;1719,823;927,751;894,748;858,078;825,075;781,071;726,066;689,396;495,045;498,712;491,378;440,04;601,388;594,054;861,745;1136,77;1199,109;2812,589;4946,783;5870,867;7609,025;6761,948;5749,856;5108,131;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions (kt)";"EN.ATM.CO2E.KT";414,371;491,378;689,396;707,731;839,743;1008,425;1092,766;1283,45;1224,778;942,419;1672,152;1895,839;1532,806;1639,149;1917,841;2126,86;1987,514;2390,884;2159,863;2240,537;1760,16;1983,847;2101,191;2522,896;2830,924;3509,319;3142,619;3124,284;2867,594;2775,919;2614,571;2438,555;1393,46;1345,789;1294,451;1243,113;1177,107;1096,433;1041,428;821,408;773,737;817,741;1070,764;1195,442;949,753;1327,454;1650,15;2273,54;4206,049;6769,282;8463,436;12240,446;10755,311;10014,577;9809,225;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions (kg per 2010 US$ of GDP)";"EN.ATM.CO2E.KD.GD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,143435708;0,147141206;0,115270468;0,144845844;0,170901126;0,206862327;0,368241872;0,488221214;0,533749321;0,768670412;0,599018913;0,528181507;0,503629381;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions from gaseous fuel consumption (% of total)";"EN.ATM.CO2E.GF.ZS";0;0;0;0;0;0;0;20,28571429;28,44311377;0;12,93859649;23,21083172;19,61722488;20,35794183;20,84130019;22,4137931;15,12915129;21,47239264;13,92190153;17,18494272;10,625;15,34195933;18,84816754;24,41860465;32,9015544;33,96029258;38,27304551;12,55868545;15,34526854;17,30515192;15,42776999;15,93984962;26,05263158;26,15803815;26,06232295;25,95870206;26,1682243;25,75250836;25,35211268;29,46428571;28,90995261;25,56053812;51,02739726;38,95705521;23,93822394;24,86187845;20;13,5483871;7,06190061;4,008667389;3,206239168;2,516476932;2,863961814;2,96594654;2,76635514;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 emissions from gaseous fuel consumption (kt)";"EN.ATM.CO2E.GF.KT";0;0;0;0;0;0;0;260,357;348,365;0;216,353;440,04;300,694;333,697;399,703;476,71;300,694;513,38;300,694;385,035;187,017;304,361;396,036;616,056;931,418;1191,775;1202,776;392,369;440,04;480,377;403,37;388,702;363,033;352,032;337,364;322,696;308,028;282,359;264,024;242,022;223,687;209,019;546,383;465,709;227,354;330,03;330,03;308,028;297,027;271,358;271,358;308,028;308,028;297,027;271,358;NA;NA;NA;NA
"Afghanistan";"AFG";"CO2 intensity (kg per kg of oil equivalent energy use)";"EN.ATM.CO2E.EG.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Energy use (kg of oil equivalent per capita)";"EG.USE.PCAP.KG.OE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Electric power consumption (kWh per capita)";"EG.USE.ELEC.KH.PC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)";"EG.USE.COMM.GD.PP.KD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Renewable energy consumption (% of total final energy consumption)";"EG.FEC.RNEW.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,92453168;17,03644353;26,52162865;30,58566705;32,79625055;35,07564029;37,9457475;41,43260087;44,09433685;52,18577437;54,24312637;54,05505504;43,77114857;42,27614088;49,8431477;40,85917122;37,13724949;33,86257883;21,34370808;17,81385476;14,83980596;11,48270623;13,97358569;16,33429251;19,31426861;18,42347717;NA;NA;NA
"Afghanistan";"AFG";"Electricity production from renewable sources, excluding hydroelectric (% of total)";"EG.ELC.RNWX.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Electricity production from renewable sources, excluding hydroelectric (kWh)";"EG.ELC.RNWX.KH";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Renewable electricity output (% of total electricity output)";"EG.ELC.RNEW.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67,73049645;67,98029557;67,9943101;68,34532374;68,70451237;69,03703704;70,37037037;72,3880597;74,43609023;73,72262774;74,98909408;72,81145999;79,0639712;70,24972856;70,89084065;74,06181015;70,75575027;72;68,65482234;87,17660292;85,98654709;82,48756219;85,90998043;78,6364081;85,32354903;86,05011125;NA;NA;NA
"Afghanistan";"AFG";"Electricity production from oil sources (% of total)";"EG.ELC.PETR.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Electricity production from nuclear sources (% of total)";"EG.ELC.NUCL.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Electricity production from natural gas sources (% of total)";"EG.ELC.NGAS.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Electricity production from hydroelectric sources (% of total)";"EG.ELC.HYRO.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Electricity production from coal sources (% of total)";"EG.ELC.COAL.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Access to electricity (% of population)";"EG.ELC.ACCS.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,021977138;0,179634586;0,959755898;0,776536942;6,267393589;11,75196648;17,23631859;23;28,2286129;33,74868011;42,4;44,8548851;42,7;43,22201891;69,1;67,259552;89,5;71,5;84,13713837;NA;NA
"Afghanistan";"AFG";"Foreign direct investment, net inflows (% of GDP)";"BX.KLT.DINV.WD.GD.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,013151224;0,024575271;0,009401115;0,015576924;NA;NA;0,001565217;-0,008126411;NA;0,032450496;0,247135743;0,005174216;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,232991023;1,280018763;3,575816135;4,364535244;3,414004444;1,935703036;0,399170429;0,451055983;1,203125109;0,293038432;0,285441076;0,234965141;0,209790107;0,849679315;0,491377114;0,273178792;NA
"Afghanistan";"AFG";"Cereal yield (kg per hectare)";"AG.YLD.CREL.KG";NA;1115,1;1079;985,8;1082,8;1098,9;1012,3;1224,5;1287,5;1310,4;1105,1;976,2;1006,9;1279,6;1301,9;1316,4;1362,4;1224;1291,9;1323,7;1349;1338,3;1330,2;1355,6;1334,1;1331,7;1314;1359,8;1285,7;1237,6;1200,6;1160,6;1097,8;1133;1140,4;1214,2;1204,5;1348,8;1388;1285,6;806,3;1006,7;1669,8;1458;1334,8;1790,4;1551,7;1915,3;1455,4;2040,7;2011,1;1659,9;2029,6;2048,5;2017,5;2133,2;1981,7;NA;NA
"Afghanistan";"AFG";"Average precipitation in depth (mm per year)";"AG.LND.PRCP.MM";NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;NA;NA;NA;327;NA;327;NA;NA;NA;NA
"Afghanistan";"AFG";"Agricultural irrigated land (% of total agricultural land)";"AG.LND.IRIG.AG.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,668423701;4,622149233;7,259298338;5,502360792;5,840147718;6,085465576;5,940385123;5,77947771;4,843049327;5,001186991;5,391717225;5,465576365;5,518332894;5,74254814;5,710894223;6,481139541;NA;NA
"Afghanistan";"AFG";"Forest area (% of land area)";"AG.LND.FRST.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;2,067824648;NA;NA
"Afghanistan";"AFG";"Forest area (sq. km)";"AG.LND.FRST.K2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;13500;NA;NA
"Afghanistan";"AFG";"Land area where elevation is below 5 meters (% of total land area)";"AG.LND.EL5M.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Urban land area where elevation is below 5 meters (% of total land area)";"AG.LND.EL5M.UR.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Urban land area where elevation is below 5 meters (sq. km)";"AG.LND.EL5M.UR.K2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Rural land area where elevation is below 5 meters (% of total land area)";"AG.LND.EL5M.RU.ZS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Rural land area where elevation is below 5 meters (sq. km)";"AG.LND.EL5M.RU.K2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Afghanistan";"AFG";"Arable land (% of land area)";"AG.LND.ARBL.ZS";NA;11,71767301;11,79425911;11,8708452;11,9474313;11,9474313;12,00104157;12,01482707;12,01482707;12,03933462;12,05465184;12,1006035;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;12,11592072;11,98419263;11,79885427;11,72226817;11,71307784;11,77128328;11,88156726;11,72226817;11,76821983;11,76821983;11,76056122;11,90454309;11,97193885;11,95508991;11,93824097;11,93824097;11,93824097;11,93670925;11,93670925;11,9336458;11,93211408;11,92445547;11,90301137;11,89382103;11,83867904;NA;NA
"Afghanistan";"AFG";"Agricultural land (% of land area)";"AG.LND.AGRI.ZS";NA;57,74591796;57,83782128;57,91440738;58,01090586;58,0139693;58,07217474;58,17326839;58,17480011;58,19930766;58,21462488;58,26057654;58,27589376;58,2789572;58,2789572;58,2789572;58,2789572;58,28202065;58,28202065;58,28048893;58,28048893;58,28661581;58,28814754;58,28814754;58,28814754;58,28814754;58,28814754;58,27436204;58,26670343;58,26670343;58,26670343;58,25138621;58,25138621;58,1043409;57,91900254;57,82709922;57,8255675;57,88377294;58,00171553;57,82709922;57,82709922;57,82709922;57,82709922;58,06757957;58,06911129;58,06757957;58,06757957;58,06757957;58,06757957;58,06757957;58,06911129;58,06757957;58,06757957;58,06757957;58,06757957;58,06757957;58,06757957;NA;NA
"Afghanistan";"AFG";"Agricultural land (sq. km)";"AG.LND.AGRI.K2";NA;377000;377600;378100;378730;378750;379130;379790;379800;379960;380060;380360;380460;380480;380480;380480;380480;380500;380500;380490;380490;380530;380540;380540;380540;380540;380540;380450;380400;380400;380400;380300;380300;379340;378130;377530;377520;377900;378670;377530;377530;377530;377530;379100;379110;379100;379100;379100;379100;379100;379110;379100;379100;379100;379100;379100;379100;NA;NA
